FAMILY	Agossypii	Dhansenii	Ncrassa	Nfumigata	Pcarinii	Pjirovecii	Rdelemar	Sjaponicus	Spombe	Tdeformans	Umaydis	Scerevisiae	Ylipolytica	Scryophilus	Soctosporus
ORTHOMCL9273	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
ORTHOMCL9274	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9275	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ORTHOMCL9276	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9277	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
ORTHOMCL9278	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
ORTHOMCL9279	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9280	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9281	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ORTHOMCL9282	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9283	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9284	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9285	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9286	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9287	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9288	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9289	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9290	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9291	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9292	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9293	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9294	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9295	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9296	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9297	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9298	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9299	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9300	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9301	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9302	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9303	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9304	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9305	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9306	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9307	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9308	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9309	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9310	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
ORTHOMCL9311	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9312	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9313	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9314	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9315	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9316	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9317	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9318	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9319	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9320	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9321	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9322	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9323	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9324	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9325	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9326	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9327	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9328	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9329	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9330	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9331	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9332	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9333	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9334	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9335	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9336	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9337	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9338	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9339	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9340	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9341	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9342	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9343	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9344	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9345	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9346	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9347	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9348	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9349	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9350	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9351	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9352	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9353	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9354	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9355	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9356	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9357	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9358	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9359	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9360	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9361	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9362	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9363	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9364	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
ORTHOMCL9365	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9366	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9367	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9368	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9369	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9370	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9371	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9372	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9373	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9374	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9375	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9376	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9377	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9378	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9379	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9380	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9381	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9382	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL9383	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9384	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9385	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9386	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9387	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9388	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ORTHOMCL9389	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9390	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9391	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9392	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9393	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9394	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9395	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9396	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9397	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9398	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9399	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9400	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9401	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9402	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9403	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9404	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9405	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9406	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9407	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9408	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ORTHOMCL9409	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9410	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9411	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9412	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9413	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9414	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9415	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9416	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9417	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9418	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9419	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9420	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9421	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9422	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9423	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9424	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ORTHOMCL9425	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9426	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9427	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9428	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9429	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9430	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9431	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9432	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9433	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9434	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9435	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9436	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9437	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9438	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9439	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9440	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9441	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9442	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9443	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9444	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ORTHOMCL9445	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9446	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9447	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ORTHOMCL9448	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9449	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9450	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9451	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9452	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9453	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
ORTHOMCL9454	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9455	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9456	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9457	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9458	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9459	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9460	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9461	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9462	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9463	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9464	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9465	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9466	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9467	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ORTHOMCL9468	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9469	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9470	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9471	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9472	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9473	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9474	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9475	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9476	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9477	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9478	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9479	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9480	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9481	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9482	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9483	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9484	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9485	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9486	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9487	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9488	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9489	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9490	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9491	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9492	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9493	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9494	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9495	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9496	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9497	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9498	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9499	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9500	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9501	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9502	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ORTHOMCL9503	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ORTHOMCL9504	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9505	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9506	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9507	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9508	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9509	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9510	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9511	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9512	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9513	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9514	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9515	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9516	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ORTHOMCL9517	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9518	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9519	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9520	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9521	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9522	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9523	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9524	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9525	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9526	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9527	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9528	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9529	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9530	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9531	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9532	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9533	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9534	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ORTHOMCL9535	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9536	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9537	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9538	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9539	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9540	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9541	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9542	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9543	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9544	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9545	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9546	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9547	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9548	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9549	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9550	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9551	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9552	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9553	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9554	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9555	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9556	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9557	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9558	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9559	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9560	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9561	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ORTHOMCL9562	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9563	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9564	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9565	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9566	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9567	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9568	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9569	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9570	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9571	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9572	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9573	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9574	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9575	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9576	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9577	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9578	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9579	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9580	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9581	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9582	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9583	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9584	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9585	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ORTHOMCL9586	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9587	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9588	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ORTHOMCL9589	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9590	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9591	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9592	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9593	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9594	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9595	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9596	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9597	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9598	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9599	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9600	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9601	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9602	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9603	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ORTHOMCL9604	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9605	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9606	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9607	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9608	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9609	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORTHOMCL9610	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
