FAMILY	Agossypii	Dhansenii	Ncrassa	Nfumigata	Pcarinii	Pjirovecii	Rdelemar	Sjaponicus	Spombe	Tdeformans	Umaydis	Scerevisiae	Ylipolytica	Scryophilus	Soctosporus
ORTHOMCL1674	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1675	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1676	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1677	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1678	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1679	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1680	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1681	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1682	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1683	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1684	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1685	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1686	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1687	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1688	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1689	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1690	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1691	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1692	1	1	1	1	1	1	2	1	1	1	0	1	1	1	1
ORTHOMCL1693	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1694	1	1	0	1	3	1	1	1	1	1	1	1	1	1	0
ORTHOMCL1695	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1696	1	1	1	1	2	1	2	1	1	1	0	0	1	1	1
ORTHOMCL1697	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1698	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1699	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1700	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1701	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1702	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1703	1	1	1	1	1	1	2	1	1	1	0	1	1	1	1
ORTHOMCL1704	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1705	1	1	1	1	1	0	1	1	1	1	1	1	2	1	1
ORTHOMCL1706	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1707	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1708	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1709	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1710	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1711	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1712	1	1	0	1	2	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1713	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1714	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1715	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1716	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1717	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1718	1	1	1	1	1	1	2	1	1	0	1	1	1	1	1
ORTHOMCL1719	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1720	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1721	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1722	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1723	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1724	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1725	1	1	1	1	1	0	3	1	1	0	0	2	1	1	1
ORTHOMCL1726	1	2	1	1	1	0	1	1	1	1	1	1	1	1	1
ORTHOMCL1727	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1728	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1729	1	1	1	1	1	0	1	1	1	2	1	1	1	1	1
ORTHOMCL1730	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1731	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1732	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1733	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1734	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1735	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1736	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1737	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1738	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1739	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1740	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1741	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1
ORTHOMCL1742	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1743	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1744	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1
ORTHOMCL1745	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1746	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1747	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1748	1	1	1	1	2	1	1	1	1	1	0	1	1	1	1
ORTHOMCL1749	1	1	1	2	1	1	1	1	1	1	1	0	1	1	1
ORTHOMCL1750	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1751	1	1	1	1	1	1	0	1	1	1	2	1	1	1	1
ORTHOMCL1752	0	1	1	1	3	1	1	1	1	1	1	0	1	1	1
ORTHOMCL1753	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1754	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1755	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1756	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1757	1	1	1	1	1	2	1	1	1	1	1	1	0	1	1
ORTHOMCL1758	1	1	1	1	1	0	1	1	1	1	1	1	2	1	1
ORTHOMCL1759	1	1	1	1	1	1	2	1	1	1	0	1	1	1	1
ORTHOMCL1760	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1761	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1762	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1763	1	1	1	1	1	1	1	1	1	1	1	2	0	1	1
ORTHOMCL1764	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1765	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1
ORTHOMCL1766	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1767	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1768	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1
ORTHOMCL1769	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1770	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1771	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1
ORTHOMCL1772	2	1	1	1	1	1	0	1	1	1	0	2	1	1	1
ORTHOMCL1773	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1774	1	1	1	1	1	0	1	1	1	2	1	1	1	1	1
ORTHOMCL1775	1	1	1	1	1	1	2	1	1	1	0	1	1	1	1
ORTHOMCL1776	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1
ORTHOMCL1777	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1778	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1779	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1780	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1781	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1782	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1783	1	1	1	2	2	0	1	1	1	0	1	1	1	1	1
ORTHOMCL1784	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1785	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1786	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1787	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1788	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1789	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1790	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1791	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1792	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1793	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1794	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1795	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1
ORTHOMCL1796	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1797	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1798	1	1	1	1	2	1	1	1	1	1	1	1	0	1	1
ORTHOMCL1799	1	1	1	1	1	1	2	1	1	1	1	1	1	1	0
ORTHOMCL1800	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1801	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1
ORTHOMCL1802	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1803	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1
ORTHOMCL1804	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1
ORTHOMCL1805	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0
ORTHOMCL1806	1	1	1	1	1	2	1	1	1	0	1	1	1	1	1
ORTHOMCL1807	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1808	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1809	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1810	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1811	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1812	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1813	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1814	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1815	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1816	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1817	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1818	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1819	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1820	1	1	1	0	2	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1821	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1822	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1
ORTHOMCL1823	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1824	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1825	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1826	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1827	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1828	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1829	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1830	1	1	1	1	1	0	1	1	1	1	2	1	1	1	1
ORTHOMCL1831	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1832	1	1	1	1	1	1	2	1	1	1	1	1	1	1	0
ORTHOMCL1833	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0
ORTHOMCL1834	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1835	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1836	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1837	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1838	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1839	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1840	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1841	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1842	1	1	1	1	2	1	1	1	1	1	0	1	1	1	1
ORTHOMCL1843	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1844	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1845	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1846	1	1	1	1	1	2	1	1	1	1	1	0	1	1	1
ORTHOMCL1847	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1848	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1849	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1850	1	0	1	1	1	2	0	1	1	1	1	2	1	1	1
ORTHOMCL1851	1	1	1	1	1	2	0	1	1	1	1	1	1	1	1
ORTHOMCL1852	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1853	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1854	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1855	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1856	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1857	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1858	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1859	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1860	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1861	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1862	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1863	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1864	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1865	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1866	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1867	1	1	1	1	1	2	1	1	1	1	1	0	1	1	1
ORTHOMCL1868	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1869	1	1	1	1	1	1	2	1	1	1	0	1	1	1	1
ORTHOMCL1870	0	1	1	1	1	1	2	1	1	1	0	1	2	1	1
ORTHOMCL1871	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1872	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1873	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1874	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1
ORTHOMCL1875	0	0	1	1	2	1	2	1	1	1	2	0	1	1	1
ORTHOMCL1876	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1877	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1878	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1879	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1880	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1881	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1
ORTHOMCL1882	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
ORTHOMCL1883	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
ORTHOMCL1884	0	4	2	3	0	0	0	0	0	0	3	0	2	0	0
ORTHOMCL1885	1	3	2	3	0	0	2	0	0	0	1	1	1	0	0
ORTHOMCL1886	0	2	1	2	0	0	6	0	1	0	0	1	1	0	0
ORTHOMCL1887	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0
ORTHOMCL1888	2	2	1	3	0	0	1	0	0	1	1	2	1	0	0
ORTHOMCL1889	1	1	1	8	0	0	0	0	0	1	0	1	1	0	0
ORTHOMCL1890	2	2	1	1	0	0	3	0	0	1	1	1	2	0	0
ORTHOMCL1891	1	0	2	1	0	0	6	0	0	1	2	1	0	0	0
ORTHOMCL1892	1	4	2	3	0	0	0	0	0	1	1	0	2	0	0
ORTHOMCL1893	1	2	2	3	0	0	1	1	0	1	1	1	1	0	0
ORTHOMCL1894	1	1	2	2	0	0	1	1	1	1	1	0	1	1	1
ORTHOMCL1895	1	1	1	1	0	0	1	1	1	1	1	2	1	1	1
ORTHOMCL1896	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1897	1	1	1	1	0	0	1	1	1	1	2	1	1	1	1
ORTHOMCL1898	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1899	1	1	2	2	0	0	1	0	1	1	1	1	1	1	1
ORTHOMCL1900	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1901	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1902	0	2	1	3	0	0	0	1	1	1	2	1	0	1	1
ORTHOMCL1903	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1904	1	1	1	1	0	0	0	1	1	1	2	2	1	1	1
ORTHOMCL1905	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1906	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1907	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1908	1	1	1	1	0	0	2	0	1	1	1	1	2	1	1
ORTHOMCL1909	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1910	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1911	1	2	1	2	0	0	0	1	1	1	1	1	1	1	1
ORTHOMCL1912	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1913	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1914	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1915	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1916	1	1	1	1	0	0	1	1	1	1	2	1	1	1	1
ORTHOMCL1917	0	1	1	1	0	0	3	1	1	1	1	1	1	1	1
ORTHOMCL1918	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1919	2	1	1	1	0	0	2	1	1	0	1	1	1	1	1
ORTHOMCL1920	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1921	2	1	1	1	0	0	2	1	1	1	0	1	1	1	1
ORTHOMCL1922	1	0	1	2	0	0	3	1	1	1	1	0	1	1	1
ORTHOMCL1923	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1924	1	1	1	1	0	0	1	1	1	1	0	1	1	2	2
ORTHOMCL1925	1	1	1	1	0	0	3	1	1	1	1	0	1	1	1
ORTHOMCL1926	1	1	1	1	0	0	1	2	1	1	1	1	1	1	1
ORTHOMCL1927	1	1	1	1	0	0	1	1	1	1	1	2	1	1	1
ORTHOMCL1928	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1929	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1930	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1931	0	2	1	1	0	0	1	0	1	1	1	3	1	1	1
ORTHOMCL1932	1	1	2	1	0	0	1	1	1	1	1	1	1	1	1
ORTHOMCL1933	1	1	1	1	0	0	1	1	1	1	1	1	2	1	1
ORTHOMCL1934	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1935	1	2	1	1	0	0	2	1	1	1	0	1	1	1	1
ORTHOMCL1936	1	1	1	2	0	0	2	1	1	0	1	1	1	1	1
ORTHOMCL1937	1	1	1	1	0	0	1	1	1	1	1	2	1	1	1
ORTHOMCL1938	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1939	1	2	1	1	0	0	1	1	1	1	1	1	1	1	1
ORTHOMCL1940	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1941	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1942	1	1	1	1	0	0	1	1	1	1	2	0	2	1	1
ORTHOMCL1943	1	0	1	1	0	0	1	1	2	0	1	1	1	2	2
ORTHOMCL1944	1	2	1	3	0	0	0	1	1	1	0	1	1	1	1
ORTHOMCL1945	0	0	1	2	0	0	0	1	1	1	6	0	0	1	1
ORTHOMCL1946	1	1	1	1	0	0	3	1	1	1	0	2	0	1	1
ORTHOMCL1947	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1948	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1949	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1950	0	0	1	4	0	0	3	1	1	1	0	0	1	1	1
ORTHOMCL1951	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1952	1	1	1	2	0	0	2	0	1	0	0	2	2	1	1
ORTHOMCL1953	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1954	1	1	1	1	0	0	1	1	1	2	1	1	1	1	1
ORTHOMCL1955	1	2	1	2	0	0	0	1	1	1	1	1	1	1	1
ORTHOMCL1956	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1957	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1958	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1959	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1960	1	1	1	1	0	0	1	1	1	1	1	2	1	1	1
ORTHOMCL1961	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1962	1	1	1	1	0	0	1	1	1	1	1	2	1	1	1
ORTHOMCL1963	1	2	1	1	0	0	1	2	1	0	1	1	1	1	1
ORTHOMCL1964	0	1	1	3	0	0	2	0	2	1	1	0	1	1	1
ORTHOMCL1965	1	1	1	1	0	0	2	0	1	0	3	1	1	1	1
ORTHOMCL1966	2	1	1	1	0	0	1	1	1	1	1	1	1	1	1
ORTHOMCL1967	1	2	1	1	0	0	1	1	1	1	1	1	1	1	1
ORTHOMCL1968	1	1	1	1	0	0	1	1	1	1	1	2	1	1	1
ORTHOMCL1969	1	1	1	1	0	0	3	1	1	0	1	1	1	1	1
ORTHOMCL1970	1	1	1	1	0	0	1	1	1	1	2	1	1	1	1
ORTHOMCL1971	0	0	1	2	0	0	2	2	2	1	0	0	0	2	2
ORTHOMCL1972	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1973	1	1	1	1	0	0	1	1	1	1	1	2	1	1	1
ORTHOMCL1974	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1975	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1976	0	0	0	0	0	0	0	5	3	0	0	0	2	2	2
ORTHOMCL1977	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1978	1	1	1	2	0	0	0	1	1	2	1	1	1	1	1
ORTHOMCL1979	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1980	1	1	1	1	0	0	3	1	1	0	1	1	1	1	1
ORTHOMCL1981	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1
ORTHOMCL1982	1	1	1	1	0	1	0	1	1	1	1	2	1	1	1
ORTHOMCL1983	1	1	0	1	0	2	1	1	1	1	1	1	1	1	1
ORTHOMCL1984	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1985	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1986	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1987	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1988	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1989	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1990	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1991	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1992	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1993	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1994	1	1	1	1	0	1	2	1	1	1	0	1	1	1	1
ORTHOMCL1995	1	1	1	1	0	1	2	1	1	1	0	1	1	1	1
ORTHOMCL1996	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1997	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
ORTHOMCL1998	1	1	1	1	0	2	1	1	1	1	1	1	1	0	1
ORTHOMCL1999	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
ORTHOMCL2000	1	1	1	1	0	1	2	1	1	0	1	1	1	1	1
ORTHOMCL2001	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
ORTHOMCL2002	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
ORTHOMCL2003	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
ORTHOMCL2004	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
ORTHOMCL2005	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
ORTHOMCL2006	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
ORTHOMCL2007	0	1	1	1	0	1	3	1	1	1	1	0	1	1	1
ORTHOMCL2008	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
ORTHOMCL2009	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
ORTHOMCL2010	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
ORTHOMCL2011	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
